name,Egg Groups,Gender,Egg cycles
Nickit, Field,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Thievul, Field,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Gossifleur, Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Eldegoss, Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Wooloo, Field,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Dubwool, Field,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Chewtle, Monster Water 1,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Drednaw, Monster Water 1,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Yamper, Field,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Boltund, Field,,"20  (4,884–5,140 steps)
 (4,884–5,140 steps)"
Rolycoly, Mineral,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Carkol, Mineral,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Coalossal, Mineral,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Applin, Dragon Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Flapple, Dragon Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Appletun, Dragon Grass,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Silicobra, Dragon Field,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Sandaconda, Dragon Field,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Cramorant, Flying Water 1,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Arrokuda, Water 2,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Barraskewda, Water 2,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Toxel, Undiscovered,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Toxtricity, Human-Like,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Sizzlipede, Bug,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Centiskorch, Bug,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Clobbopus, Human-Like Water 1,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Grapploct, Human-Like Water 1,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Sinistea, Amorphous Mineral,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Polteageist, Amorphous Mineral,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Hatenna, Fairy,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Hattrem, Fairy,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Hatterene, Fairy,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Impidimp, Fairy Human-Like,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Morgrem, Fairy Human-Like,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Grimmsnarl, Fairy Human-Like,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Obstagoon, Field,,"15 (3,599–3,855 steps)
 (3,599–3,855 steps)"
Perrserker, Field,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Cursola, Water 1 Water 3,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Sirfetch'd, Field Flying,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Mr. Rime, Human-Like,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Runerigus, Amorphous Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Milcery, Amorphous Fairy,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Alcremie, Amorphous Fairy,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Falinks, Fairy Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Pincurchin, Amorphous Water 1,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Snom, Bug,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Frosmoth, Bug,,"20 (4,884–5,140 steps)
 (4,884–5,140 steps)"
Stonjourner, Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Eiscue, Field Water 1,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Indeedee, Fairy,,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Morpeko, Fairy Field,,"10 (2,314–2,570 steps)
 (2,314–2,570 steps)"
Cufant, Field Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Copperajah, Field Mineral,,"25 (6,169–6,425 steps)
 (6,169–6,425 steps)"
Dracozolt, Undiscovered,,"35 (8,739–8,995 steps)
 (8,739–8,995 steps)"
Arctozolt, Undiscovered,,"35 (8,739–8,995 steps)
 (8,739–8,995 steps)"
Dracovish, Undiscovered,,"35 (8,739–8,995 steps)
 (8,739–8,995 steps)"
Arctovish, Undiscovered,,"35 (8,739–8,995 steps)
 (8,739–8,995 steps)"
Duraludon, Dragon Mineral,,"30 (7,454–7,710 steps)
 (7,454–7,710 steps)"
Dreepy, Amorphous Dragon,,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Drakloak, Amorphous Dragon,,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Dragapult, Amorphous Dragon,,"40 (10,024–10,280 steps)
 (10,024–10,280 steps)"
Zacian, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Zamazenta, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
Eternatus, Undiscovered,,"120 (30,584–30,840 steps)
 (30,584–30,840 steps)"
