name,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate
Ferroseed,"
1 Defense ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Ferrothorn,"
2 Defense ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),171,Medium Fast
Klink,"
1 Defense ","130 (17.0% with PokéBall, full HP) (17.0% with PokéBall, full HP)",70 (normal) (normal),60,Medium Slow
Klang,"
2 Defense ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),154,Medium Slow
Klinklang,"
3 Defense ","30 (3.9% with PokéBall, full HP) (3.9% with PokéBall, full HP)",70 (normal) (normal),234,Medium Slow
Tynamo,"
1 Speed ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),55,Slow
Eelektrik,"
2 Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),142,Slow
Eelektross,"
3 Attack ","30 (3.9% with PokéBall, full HP) (3.9% with PokéBall, full HP)",70 (normal) (normal),232,Slow
Elgyem,"
1 Special Attack ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),67,Medium Fast
Beheeyem,"
2 Special Attack ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),170,Medium Fast
Litwick,"
1 Special Attack ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),55,Medium Slow
Lampent,"
2 Special Attack ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),130,Medium Slow
Chandelure,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),234,Medium Slow
Axew,"
1 Attack ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",35 (lower than normal) (lower than normal),64,Slow
Fraxure,"
2 Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",35 (lower than normal) (lower than normal),144,Slow
Haxorus,"
3 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),243,Slow
Cubchoo,"
1 Attack ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Beartic,"
2 Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),177,Medium Fast
Cryogonal,"
2 Special Defense ","25 (3.3% with PokéBall, full HP) (3.3% with PokéBall, full HP)",70 (normal) (normal),180,Medium Fast
Shelmet,"
1 Defense ","200 (26.1% with PokéBall, full HP) (26.1% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Accelgor,"
2 Speed ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),173,Medium Fast
Stunfisk,"
2 HP ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),165,Medium Fast
Mienfoo,"
1 Attack ","180 (23.5% with PokéBall, full HP) (23.5% with PokéBall, full HP)",70 (normal) (normal),70,Medium Slow
Mienshao,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),179,Medium Slow
Druddigon,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),170,Medium Fast
Golett,"
1 Attack ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Golurk,"
2 Attack ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),169,Medium Fast
Pawniard,"
1 Attack ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",35 (lower than normal) (lower than normal),68,Medium Fast
Bisharp,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),172,Medium Fast
Bouffalant,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),172,Medium Fast
Rufflet,"
1 Attack ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),70,Slow
Braviary,"
2 Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),179,Slow
Vullaby,"
1 Defense ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",35 (lower than normal) (lower than normal),74,Slow
Mandibuzz,"
2 Special Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",35 (lower than normal) (lower than normal),179,Slow
Heatmor,"
2 Special Attack ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),169,Medium Fast
Durant,"
2 Defense ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),169,Medium Fast
Deino,"
1 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),60,Slow
Zweilous,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),147,Slow
Hydreigon,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),270,Slow
Larvesta,"
1 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),72,Slow
Volcarona,"
3 Special Attack ","15 (2.0% with PokéBall, full HP) (2.0% with PokéBall, full HP)",70 (normal) (normal),248,Slow
Cobalion,"
3 Defense ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",35 (lower than normal) (lower than normal),261,Slow
Terrakion,"
3 Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",35 (lower than normal) (lower than normal),261,Slow
Virizion,"
3 Special Defense ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",35 (lower than normal) (lower than normal),261,Slow
Tornadus,"
3 Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",90 (higher than normal) (higher than normal),261,Slow
Thundurus,"
3 Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",90 (higher than normal) (higher than normal),261,Slow
Reshiram,"
3 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),306,Slow
Zekrom,"
3 Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),306,Slow
Landorus,"
3 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",90 (higher than normal) (higher than normal),270,Slow
Kyurem,"
1 HP, 1 Attack, 1 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),297,Slow
Keldeo,"
3 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",35 (lower than normal) (lower than normal),261,Slow
Meloetta,"
1 Special Attack, 1 Special Defense, 1 Speed ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",100 (higher than normal) (higher than normal),270,Slow
Genesect,"
1 Attack, 1 Special Attack, 1 Speed ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),270,Slow
Chespin,"
1 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),63,Medium Slow
Quilladin,"
2 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),142,Medium Slow
Chesnaught,"
3 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),239,Medium Slow
Fennekin,"
1 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),61,Medium Slow
Braixen,"
2 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),143,Medium Slow
Delphox,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),240,Medium Slow
Froakie,"
1 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),63,Medium Slow
Frogadier,"
2 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),142,Medium Slow
Greninja,"
3 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),239,Medium Slow
Bunnelby,"
1 Speed ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),47,Medium Fast
Diggersby,"
2 HP ","127 (16.6% with PokéBall, full HP) (16.6% with PokéBall, full HP)",70 (normal) (normal),148,Medium Fast
Fletchling,"
1 Speed ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),56,Medium Slow
Fletchinder,"
2 Speed ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),134,Medium Slow
Talonflame,"
3 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),175,Medium Slow
Scatterbug,"
1 Defense ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),40,Medium Fast
Spewpa,"
2 Defense ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),75,Medium Fast
Vivillon,"
1 HP, 1 Special Attack, 1 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),185,Medium Fast
Litleo,"
1 Special Attack ","220 (28.8% with PokéBall, full HP) (28.8% with PokéBall, full HP)",70 (normal) (normal),74,Medium Slow
Pyroar,"
2 Special Attack ","65 (8.5% with PokéBall, full HP) (8.5% with PokéBall, full HP)",70 (normal) (normal),177,Medium Slow
Flabébé,"
1 Special Defense ","225 (29.4% with PokéBall, full HP) (29.4% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Floette,"
2 Special Defense ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),130,Medium Fast
Florges,"
3 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),248,Medium Fast
Skiddo,"
1 HP ","200 (26.1% with PokéBall, full HP) (26.1% with PokéBall, full HP)",70 (normal) (normal),70,Medium Fast
Gogoat,"
2 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),186,Medium Fast
Pancham,"
1 Attack ","220 (28.8% with PokéBall, full HP) (28.8% with PokéBall, full HP)",70 (normal) (normal),70,Medium Fast
Pangoro,"
2 Attack ","65 (8.5% with PokéBall, full HP) (8.5% with PokéBall, full HP)",70 (normal) (normal),173,Medium Fast
Furfrou,"
1 Speed ","160 (20.9% with PokéBall, full HP) (20.9% with PokéBall, full HP)",70 (normal) (normal),165,Medium Fast
Espurr,"
1 Speed ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),71,Medium Fast
Meowstic,"
2 Speed ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),163,Medium Fast
Honedge,"
1 Defense ","180 (23.5% with PokéBall, full HP) (23.5% with PokéBall, full HP)",70 (normal) (normal),65,Medium Fast
Doublade,"
2 Defense ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),157,Medium Fast
Aegislash,"
2 Attack, 1 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),234,Medium Fast
Spritzee,"
1 HP ","200 (26.1% with PokéBall, full HP) (26.1% with PokéBall, full HP)",70 (normal) (normal),68,Medium Fast
Aromatisse,"
2 HP ","140 (18.3% with PokéBall, full HP) (18.3% with PokéBall, full HP)",70 (normal) (normal),162,Medium Fast
Swirlix,"
1 Defense ","200 (26.1% with PokéBall, full HP) (26.1% with PokéBall, full HP)",70 (normal) (normal),68,Medium Fast
Slurpuff,"
2 Defense ","140 (18.3% with PokéBall, full HP) (18.3% with PokéBall, full HP)",70 (normal) (normal),168,Medium Fast
Inkay,"
1 Attack ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),58,Medium Fast
Malamar,"
2 Attack ","80 (10.5% with PokéBall, full HP) (10.5% with PokéBall, full HP)",70 (normal) (normal),169,Medium Fast
Binacle,"
1 Attack ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Barbaracle,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),175,Medium Fast
Skrelp,"
1 Special Defense ","225 (29.4% with PokéBall, full HP) (29.4% with PokéBall, full HP)",70 (normal) (normal),64,Medium Fast
Dragalge,"
2 Special Defense ","55 (7.2% with PokéBall, full HP) (7.2% with PokéBall, full HP)",70 (normal) (normal),173,Medium Fast
Clauncher,"
1 Special Attack ","225 (29.4% with PokéBall, full HP) (29.4% with PokéBall, full HP)",70 (normal) (normal),66,Slow
Clawitzer,"
2 Special Attack ","55 (7.2% with PokéBall, full HP) (7.2% with PokéBall, full HP)",70 (normal) (normal),100,Slow
Helioptile,"
1 Speed ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),58,Medium Fast
Heliolisk,"
1 Special Attack, 1 Speed ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),168,Medium Fast
Tyrunt,"
1 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),72,Medium Fast
Tyrantrum,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),182,Medium Fast
Amaura,"
1 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),72,Medium Fast
Aurorus,"
2 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),104,Medium Fast
Sylveon,"
2 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),184,Medium Fast
Hawlucha,"
2 Attack ","100 (13.1% with PokéBall, full HP) (13.1% with PokéBall, full HP)",70 (normal) (normal),175,Medium Fast
Dedenne,"
2 Speed ","180 (23.5% with PokéBall, full HP) (23.5% with PokéBall, full HP)",70 (normal) (normal),151,Medium Fast
Carbink,"
1 Defense, 1 Special Defense ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),100,Slow
Goomy,"
1 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),60,Slow
Sliggoo,"
2 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),158,Slow
Goodra,"
3 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",35 (lower than normal) (lower than normal),270,Slow
Klefki,"
1 Defense ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),165,Fast
Phantump,"
1 Attack ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),62,Medium Fast
Trevenant,"
2 Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),166,Medium Fast
Pumpkaboo,"
1 Defense ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),67,Medium Fast
Gourgeist,"
2 Defense ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),173,Medium Fast
Bergmite,"
1 Defense ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Avalugg,"
2 Defense ","55 (7.2% with PokéBall, full HP) (7.2% with PokéBall, full HP)",70 (normal) (normal),180,Medium Fast
Noibat,"
1 Speed ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),49,Medium Fast
Noivern,"
2 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),187,Medium Fast
Xerneas,"
3 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),306,Slow
Yveltal,"
3 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),306,Slow
Zygarde,"
3 HP ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),270,Slow
Diancie,"
1 Defense, 2 Special Defense ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",70 (normal) (normal),270,Slow
Hoopa,"
3 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",100 (higher than normal) (higher than normal),270,Slow
Volcanion,"
3 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",100 (higher than normal) (higher than normal),270,Slow
Rowlet,"
1 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),64,Medium Slow
Dartrix,"
2 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),147,Medium Slow
Decidueye,"
3 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),239,Medium Slow
Litten,"
1 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),64,Medium Slow
Torracat,"
2 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),147,Medium Slow
Incineroar,"
3 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),239,Medium Slow
Popplio,"
1 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),64,Medium Slow
Brionne,"
2 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),147,Medium Slow
Primarina,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),239,Medium Slow
Pikipek,"
1 Attack ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),53,Medium Fast
Trumbeak,"
2 Attack ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),124,Medium Fast
Toucannon,"
3 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),218,Medium Fast
Yungoos,"
1 Attack ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),51,Medium Fast
Gumshoos,"
2 Attack ","127 (16.6% with PokéBall, full HP) (16.6% with PokéBall, full HP)",70 (normal) (normal),146,Medium Fast
Grubbin,"
1 Attack ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",70 (normal) (normal),60,Medium Fast
Charjabug,"
2 Defense ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),140,Medium Fast
Vikavolt,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),225,Medium Fast
Crabrawler,"
1 Attack ","225 (29.4% with PokéBall, full HP) (29.4% with PokéBall, full HP)",70 (normal) (normal),68,Medium Fast
Crabominable,"
2 Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),167,Medium Fast
Oricorio,"
2 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),167,Medium Fast
Cutiefly,"
1 Speed ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Ribombee,"
2 Speed ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),162,Medium Fast
Rockruff,"
1 Attack ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),56,Medium Fast
Lycanroc,"
2 Attack ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),170,Medium Fast
Wishiwashi,"
1 HP ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),61,Fast
Mareanie,"
1 Defense ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),61,Medium Fast
Toxapex,"
2 Defense ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),173,Medium Fast
Mudbray,"
1 Attack ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),77,Medium Fast
Mudsdale,"
2 Attack ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),175,Medium Fast
Dewpider,"
1 Special Defense ","200 (26.1% with PokéBall, full HP) (26.1% with PokéBall, full HP)",70 (normal) (normal),54,Medium Fast
Araquanid,"
2 Special Defense ","100 (13.1% with PokéBall, full HP) (13.1% with PokéBall, full HP)",70 (normal) (normal),159,Medium Fast
Fomantis,"
1 Attack ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),50,Medium Fast
Lurantis,"
2 Attack ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),168,Medium Fast
Morelull,"
1 Special Defense ","190 (24.8% with PokéBall, full HP) (24.8% with PokéBall, full HP)",70 (normal) (normal),57,Medium Fast
Shiinotic,"
2 Special Defense ","75 (9.8% with PokéBall, full HP) (9.8% with PokéBall, full HP)",70 (normal) (normal),142,Medium Fast
Salandit,"
1 Speed ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),64,Medium Fast
Salazzle,"
2 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),168,Medium Fast
Stufful,"
1 Attack ","140 (18.3% with PokéBall, full HP) (18.3% with PokéBall, full HP)",70 (normal) (normal),68,Medium Fast
Bewear,"
2 Attack ","70 (9.1% with PokéBall, full HP) (9.1% with PokéBall, full HP)",70 (normal) (normal),175,Medium Fast
Bounsweet,"
1 HP ","235 (30.7% with PokéBall, full HP) (30.7% with PokéBall, full HP)",70 (normal) (normal),42,Medium Slow
Steenee,"
2 Speed ","120 (15.7% with PokéBall, full HP) (15.7% with PokéBall, full HP)",70 (normal) (normal),102,Medium Slow
Tsareena,"
3 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),230,Medium Slow
Comfey,"
2 Special Defense ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),170,Fast
Oranguru,"
2 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),172,Slow
Passimian,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),172,Slow
Wimpod,"
1 Speed ","90 (11.8% with PokéBall, full HP) (11.8% with PokéBall, full HP)",70 (normal) (normal),46,Medium Fast
Golisopod,"
2 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),186,Medium Fast
Sandygast,"
1 Defense ","140 (18.3% with PokéBall, full HP) (18.3% with PokéBall, full HP)",70 (normal) (normal),64,Medium Fast
Palossand,"
2 Defense ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),168,Medium Fast
Pyukumuku,"
2 Special Defense ","60 (7.8% with PokéBall, full HP) (7.8% with PokéBall, full HP)",70 (normal) (normal),144,Fast
Type: Null,"
2 HP ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),107,Slow
Silvally,"
3 HP ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Minior,"
1 Defense, 1 Special Defense ","30 (3.9% with PokéBall, full HP) (3.9% with PokéBall, full HP)",70 (normal) (normal),154,Medium Slow
Komala,"
2 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),168,Slow
Turtonator,"
2 Defense ","70 (9.1% with PokéBall, full HP) (9.1% with PokéBall, full HP)",70 (normal) (normal),170,Medium Fast
Togedemaru,"
2 Attack ","180 (23.5% with PokéBall, full HP) (23.5% with PokéBall, full HP)",70 (normal) (normal),152,Medium Fast
Mimikyu,"
2 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),167,Medium Fast
Bruxish,"
2 Attack ","80 (10.5% with PokéBall, full HP) (10.5% with PokéBall, full HP)",70 (normal) (normal),166,Medium Fast
Drampa,"
2 Special Attack ","70 (9.1% with PokéBall, full HP) (9.1% with PokéBall, full HP)",70 (normal) (normal),170,Medium Fast
Dhelmise,"
2 Attack ","25 (3.3% with PokéBall, full HP) (3.3% with PokéBall, full HP)",70 (normal) (normal),181,Medium Fast
Jangmo-o,"
1 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),60,Slow
Hakamo-o,"
2 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),147,Slow
Kommo-o,"
3 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",70 (normal) (normal),270,Slow
Tapu Koko,"
3 Speed ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",70 (normal) (normal),257,Slow
Tapu Lele,"
3 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",70 (normal) (normal),257,Slow
Tapu Bulu,"
3 Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",70 (normal) (normal),257,Slow
Tapu Fini,"
3 Special Defense ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",70 (normal) (normal),257,Slow
Cosmog,"
1 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),40,Slow
Cosmoem,"
1 Defense, 1 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),140,Slow
Solgaleo,"
3 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),306,Slow
Lunala,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),306,Slow
Nihilego,"
3 Special Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Buzzwole,"
1 Attack, 2 Defense ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
